218;Mat Su Health Services;1363 West Spruce Avenue;Wasilla, AK 99654;(907) 376-2411;;;;;
219;Wasilla Behavioral Health Services;301 East Danna Avenue;Wasilla, AK 99654;(907) 357-7519;;;;;
220;Alaska Island Community Services;333 Church Street;Wrangell, AK 99929;(907) 874-2373;;;;;
221;Yakutat Counseling;364 Ridge Road;Yakutat, AK 99689;(907) 784-3639;Intake: (907) 747-3636;;;;
222;Dept of Human and Social Services;Behavioral Health Services Division;997594 Centennial Office Building;Suite 301;Pago Pago, AS 96799;(684) 633-0315;;;
223;LBJ Tropical Medical Center;Psychiatric Department;Faga∆alu Village;Pago Pago, AS 96799;(684) 633-1222x406;Intakes: (684) 633-1222x408 (684) 633-;3083x408;;
224;Arizona Mentor;Ocotillo;1918 South Ocotillo Drive;Apache Junction, AZ 85120;(602) 200-9494;;;;
225;Arizonas Children Association;2066 West Apache Trail;Suite 112;Apache Junction, AZ 85120;(480) 503-8530x2558;Intake: (480) 503-8530;;;
226;Horizon Health and Wellness;625 North Plaza Drive;Apache Junction, AZ 85120;(480) 983-0065;;;;;
227;Horizon Health and Wellness;Recovery Center;477 East Broadway Road;Apache Junction, AZ 85119;(480) 983-0065;;;;
228;Mountain Health and Wellness;150 North Ocotillo Drive;Apache Junction, AZ 85120;(480) 474-5559;Intake: (480) 983-0065;;;;
229;Mountain Health and Wellness;Outpatient Recovery Village;525 East Broadway Road;Apache Junction, AZ 85117;(480) 983-0065;;;;
230;Zarephath;1701 South Cactus Road;Apache Junction, AZ 85117;(480) 518-6826;;;;;
231;Arizona Mentor;Arizona City;8428 West Royal Blackheath Drive;Arizona City, AZ 85123;(602) 200-9494;;;;
232;Community Bridges Inc;West Valley Access Point;824 North 99th Avenue;Suite 108;Avondale, AZ 85323;(623) 907-6520;Intake: (877) 931-9142;;
233;Valle del Sol;10320 West McDowell;Suite G;Avondale, AZ 85392;(602) 258-6797;Intakes: (602) 258-6797x931 (602) 523-;9312;;
234;Arizona Csl and Treatment Servs LLC;500 South Highway 80;Benson, AZ 85602;(928) 720-0290;Intakes: (928) 376-0220 (866) 966-0220;;;;
235;Community Bridges Inc;Benson Desert Sunrise;470 South Ocotillo Avenue;Benson, AZ 85602;(520) 586-6171;Intake: (877) 931-9142;;;
236;Southeastern Arizona Behavioral Health;Services Inc (SEABHS);590 South Ocotillo;Benson, AZ 85602;(520) 586-6177;Intake: (520) 586-0800;;;
237;Arizona Counseling and Treatment Servs;24 Howell Street;Bisbee, AZ 85603;(520) 366-8720;Intake: (928) 376-0220;;;;
238;Community Health Associates;1326 Highway 92;Suite J;Bisbee, AZ 85603;(520) 622-8357;Intake: (520) 366-3603;;;
239;Southwest Behavioral Health Services;Buckeye Clinic;26428 West U.S. Highway 85;Buckeye, AZ 85326;(623) 882-9906;;;;
240;ABC Therapy LLC;Therapists Inc;1748 Highway 95;Suite 14;Bullhead City, AZ 86442;(928) 763-0250;Intakes: (888) 459-1600 (928) 763-4600;;
241;Mohave Mental Health Clinic Inc;1145 Marina Boulevard;Bullhead City, AZ 86442;(928) 758-5905;;;;;
242;Solutions One Stop Counseling;1099 Hancock Road;Suites A, B and C;Bullhead City, AZ 86442;(928) 704-4767;Intake: (928) 715-4767;;;
243;Southwest Behavioral Health;Bullhead City Clinic;2580 Highway 95;Suite 120;Bullhead City, AZ 86442;(928) 763-7776;;;
244;Spectrum Healthcare Group Inc;452 West Finnie Flat Road;Camp Verde, AZ 86322;(928) 634-2236;;;;;
245;Arizona Mentor;Melissa;1668 East Melissa Street;Casa Grande, AZ 85122;(602) 200-9494;;;;
246;Arizona Mentor;Racine;621 West Racine Loop;Casa Grande, AZ 85122;(602) 200-9494;;;;
247;Centro Conocimiento;330 North Picacho Street;Casa Grande, AZ 85122;(520) 876-5833;Intakes: (520) 466-7765 (520) 723-7405;;;;
248;Corazon Integrated Healthcare Services;900 East Florence Boulevard;Suite G;Casa Grande, AZ 85122;(520) 836-4278;Intake: (520) 375-5300;;;
249;Desert Rose Wellness Center;846 West Cottonwood Lane;Casa Grande, AZ 85122;(520) 876-0004;;;;;
250;Helping Associates Inc;1901 North Trekell Road;Suite A;Casa Grande, AZ 85122;(520) 836-1029;;;;
251;Horizon Health and Wellness;102 North Florence Street;Casa Grande, AZ 85122;(520) 836-1668;Intakes: (520) 836-1688 (520) 836-1675;;;;
252;Horizon Health and Wellness;120 East Main Street;Casa Grande, AZ 85122;(520) 836-1688;;;;;
253;Horizon Health and Wellness;Casa Grande Main Office;210 East Cottonwood Lane;Casa Grande, AZ 85122;(520) 836-1688;;;;
254;Horizon Human Services;Peart III;2269 South Peart Road;Casa Grande, AZ 85122;(520) 836-1911;Intake: (520) 836-1713;;;
255;Oasis Behavioral Health;Residential Program;1120 East 6th Street;Casa Grande, AZ 85122;(520) 423-2662;;;;
256;PSA Behavioral Health Agency;Art Awakenings;309 West 2nd Street;Casa Grande, AZ 85122;(520) 423-0707;;;;
257;Arizona Mentor;Curry;874 South Sunset Court;Chandler, AZ 85225;(602) 200-9494;;;;
258;Arizona Mentor;Horizon;3026 East Kingbird Place;Chandler, AZ 85286;(602) 200-9494;;;;
259;Arizonas Children Association;375 East Elliot Road;Suite 11;Chandler, AZ 85225;(480) 814-7789;;;;
260;Banner Behavioral Health;Chandler Campus;1600 West Chandler Boulevard;Suite 180;Chandler, AZ 85224;(480) 543-6760;Intake: (602) 254-4357;;
261;New Horizon Youth Homes Inc;New Horizon Yth Homes Stottler House;760 East Stottler Place;Chandler, AZ 85225;(480) 722-2730;;;;
262;Oasis Behavioral Health;2190 North Grace Boulevard;Chandler, AZ 85225;(480) 917-9301;;;;;
263;Santan;1465 West Chandler Boulevard;Building A;Chandler, AZ 85224;(480) 786-8200;;;;
264;Southwest Network;Chandler;3140 North Arizona Avenue;Suite 113;Chandler, AZ 85225;(480) 497-4040;;;
265;Southeastern Arizona Behavioral Health;Services Inc (SEABHS);430 North Coronado Boulevard;Clifton, AZ 85533;(928) 865-4531;;;;
266;Arizonas Children Association;2800 North Highway 87;Building Mesquite;Coolidge, AZ 85128;(520) 723-6893;;;;
267;Pinal Hispanic Council;556 South Arizona Boulevard;Coolidge, AZ 85128;(520) 723-7405;;;;;
268;Prescott VAMC;Cottonwood Clinic;501 South Willard Street;Cottonwood, AZ 86326;(928) 649-1523;;;;
269;Spectrum Healthcare;651 Mingus Street;Cottonwood, AZ 86326;(928) 634-2236;;;;;
270;Spectrum Healthcare;Womans World;8 East Cottonwood Street;Building B;Cottonwood, AZ 86326;(928) 634-2236;;;
271;Spectrum Healthcare Group Inc;8 East Cottonwood Street;Cottonwood, AZ 86326;(928) 634-2236;;;;;
272;Mingus Mountain Academy;Farrington House;100 South Dewey Road;Dewey, AZ 86327;(602) 335-2000;;;;
273;Community Health Associates;1701 North Douglas Avenue;Douglas, AZ 85607;(520) 366-3133;;;;;
274;Corazon Integrated Health Services;936 F Avenue;Suite B;Douglas, AZ 85607;(520) 364-3630;Intake: (520) 364-2563;;;
275;Pinal Hispanic Council;1940 East 11th Street;Douglas, AZ 85607;(520) 364-4508;;;;;
276;Power Wellness Center;Outpatient;488 North Main Street;Eagar, AZ 85925;(928) 333-3036;;;;
277;New Horizon Youth Homes Inc;11836 West Rosewood Drive;El Mirage, AZ 85335;(480) 722-2730;;;;;
278;Behavioral Consultation Services Inc;345 South River Run Road;Suite 200;Flagstaff, AZ 86001;(928) 522-3780;;;;
279;AH F30 N23 SP;Comm Providers of Enrichment Servs;419 North San Francisco Street;Flagstaff, AZ 86001;(928) 213-8263;;;;
280;Flagstaff Medical Center;Behavioral Health Services;1200 North Beaver Street;Flagstaff, AZ 86001;(928) 779-3366;Intake: (928) 214-3937;;;
281;Guidance Center;2187 North Vickey Street;Flagstaff, AZ 86004;(928) 527-1899;Intake: (928) 714-5200;;;;
282;Guidance Center;2695 East Industrial Drive;Flagstaff, AZ 86004;(928) 527-1899;Intake: (888) 681-1899;;;;
283;Native Americans for Community Action;Family Health Center;1500 East Cedar Avenue;Suite 26;Flagstaff, AZ 86004;(928) 773-1245x260;Intake: (928) 526-2968;;
284;Prescott VAMC;Flagstaff CBOC;1300 West University Avenue;Suite 200;Flagstaff, AZ 86001;(928) 226-1056;;;
285;Southwest Behavioral Health Services;1515 East Cedar Avenue;Suite B-2;Flagstaff, AZ 86004;(928) 779-4550;;;;
286;Encompass Health Services;Health Services;150 Main Street;Fredonia, AZ 86022;(928) 643-7230;;;;
287;Navajo Health Foundation/Sage Memorial;Hospital Behavioral Health Clinic;Highways 191 and 264;Ganado, AZ 86505;(928) 755-4586;;;;
288;SanTan Behavioral Health Services LLC;459 North Gilbert Road;Suite C-100;Gilbert, AZ 85234;(480) 507-3644;;;;
289;Tilda Manor;3583 East Wildhorse Drive;Gilbert, AZ 85297;(480) 988-5611;Intakes: (480) 329-9338 (623) 251-8782;;;;
293;A New Leaf Inc;8581 North 61st Avenue;Glendale, AZ 85302;(623) 934-1991;;;;;
294;Arizona Healthcare Contract Management;Services/North Woods Residential;4301 West Windrose Drive;Glendale, AZ 85304;(602) 993-0374;;;;
295;Arizona Mentor;Echo;8851 West Northview Avenue;Glendale, AZ 85305;(602) 200-9494;;;;
296;Arizona Mentor;Union Hills;18244 North 39th Drive;Glendale, AZ 85308;(602) 200-9494;;;;
297;Aurora Behavioral Health System;6015 West Peoria Avenue;Glendale, AZ 85302;(623) 344-4400;Intake: (480) 345-5420;;;;
298;Empact/Suicide Prevention Center;4425 West Olive Avenue;Suite194;Glendale, AZ 85302;(480) 784-1514;;;;
299;Terros Health;Glendale Primary Care and Counseling;6153 West Olive Avenue;Glendale, AZ 85302;(602) 685-6000;Intakes: (602) 625-6000x0 (602) 685-;6000x1950;;
300;Terros Health;Olive Counseling;4425 West Olive Avenue;Suite 200;Glendale, AZ 85302;(602) 685-6000;;;
301;Community Bridges Inc;5734 East Hope Lane;Globe, AZ 85501;(928) 425-2415;Intake: (877) 931-9142;;;;
302;Horizon Human Services;2250 Highway 60;Suite 1;Globe, AZ 85501;(928) 402-8032;Intake: (928) 402-9297;;;
303;Horizon Human Services;Globe Office;415 West Baseline Spur;Globe, AZ 85501;(928) 402-9297;Intake: (928) 402-9297x121;;;
304;Southeastern AZ Behavioral Hlth Servs;Globe Outpatient;996 North Broad Street;Globe, AZ 85501;(928) 425-2185;;;;
305;COPE Community Services Inc;170 North La Canada Drive;Suite 90;Green Valley, AZ 85614;(520) 625-3835;Intake: (520) 205-4732;;;
306;Community Health Associates;275 West Continental Road;Suite 141;Green Valley, AZ 85622;(520) 628-4000;;;;
307;Marys Mission and Development Center;8360 South Highway 92;Hereford, AZ 85615;(520) 378-5175;Intake: (520) 417-2115;;;;
308;Horizon Health and Wellness;100 Tillbury Road;Kearny, AZ 85137;(520) 896-6050;Intake: (520) 896-6019;;;;
309;Mohave Mental Health Clinic Inc;1080 Sheldon Avenue;Kingman, AZ 86409;(928) 757-8111x3371;Intakes: (928) 757-8111 (928) 692-7701;;;;
310;Mohave Mental Health Clinic Inc;1741 Sycamore Avenue;Kingman, AZ 86409;(928) 757-8111x3100;Intake: (928) 757-8111;;;;
311;Mohave Mental Health Clinic Inc;2002 North Stockton Hill Road;Suite 104;Kingman, AZ 86401;(928) 718-4800;Intake: (928) 757-8111;;;
312;Mohave Mental Health Clinic Inc;3505 Western Avenue;Kingman, AZ 86409;(928) 757-8111;;;;;
313;Mohave Mental Health Clinic Inc;915 Airway Street;Kingman, AZ 86401;(928) 718-4800x6641;Intake: (928) 758-5905;;;;
314;Southwest Behavioral Health Services;2215 Hualapai Mountain Road;Suites H and I;Kingman, AZ 86402;(928) 753-9387;;;;
315;Mohave Mental Health Clinic Inc;2187 Swanson Avenue;Lake Havasu City, AZ 86403;(928) 855-3432;;;;;
316;Social Services Interagency;1940 Mesquite Avenue;Lake Havasu City, AZ 86403;(928) 453-5800x255;Intakes: (928) 453-5800 (928) 855-5320;;;;
317;Arizona Mentor;Desert Wind;7223 South 71st Lane;Laveen, AZ 85339;(602) 200-9494;;;;
318;Arizona Mentor;Hawthorne;5621 South 51st Drive;Laveen, AZ 85339;(602) 200-9494;;;;
319;Encompass Health Services;4103 East Fleet;Suite 100;Littlefield, AZ 86432;(928) 347-4566;Intake: (928) 347-4566x0;;;
320;MHC Healthcare;Behavioral Health;13395 North Marana Main Street;Building B;Marana, AZ 85653;(520) 682-1091;;;
321;Empact Suicide Prevention Center;21476 North John Wayne Parkway;Suite C-101;Maricopa, AZ 85139;(520) 316-6068;;;;
322;Spring Ridge Academy;13690 South Burton Road;Mayer, AZ 86333;(928) 632-4602x1140;Intake: (928) 632-4602;;;;
323;A New Leaf Inc;Dorothy B Mitchell Counseling Center;1655 East University Drive;Mesa, AZ 85203;(480) 969-6955;;;;
324;Arizona Healthcare Contract Management;Services Inc/Quail Creek Residential;1829 East 2nd Street;Mesa, AZ 85203;(602) 230-2222;;;;
325;Arizona Mentor;Keats;7561 East Keats Avenue;Mesa, AZ 85209;(602) 200-9494;;;;
326;Community Bridges Inc;358 East Javelina Avenue;Suite 101;Mesa, AZ 85210;(480) 507-3180;Intake: (877) 931-9142;;;
327;Family Service Agency;943 South Gilbert Road;Suite 204;Mesa, AZ 85204;(480) 507-8619;Intake: (602) 264-9891x8618;;;
328;Lifewell Behavioral Wellness;262 East University Drive;Mesa, AZ 85201;(602) 808-2800;;;;;
329;Lifewell Behavioral Wellness;619 West Southern Avenue;Suite 4;Mesa, AZ 85210;(602) 599-5500;Intake: (602) 808-2800;;;
330;Lifewell Behavioral Wellness;621 West Southern Avenue;Mesa, AZ 85210;(602) 808-2800;;;;;
331;Lifewell Behavioral Wellness;6915 East Main Street;Mesa, AZ 85207;(602) 808-2800;Intake: (602) 808-2822;;;;
332;Marc Community Resources;4250 East Florian Avenue;Building 1;Mesa, AZ 85206;(480) 844-1653;;;;
333;Marc Community Resources;924 North Country Club Drive;Mesa, AZ 85204;(480) 969-3800;Intake: (480) 993-7740;;;;
334;Maricopa Medical Center;Desert Vista Behavioral Health Center;570 West Brown Road;Mesa, AZ 85201;(480) 344-2000;Intake: (480) 344-2195;;;
335;Partners in Recovery;4330 East University Drive;Mesa, AZ 85205;(602) 995-6284;Intake: (480) 218-3280;;;;
336;F81 F92 N23 SP;Positive Change Institute Inc;1050 East University Drive;Suite 5;Mesa, AZ 85203;(480) 833-0803;Intake: (480) 833-4959;;
337;Resolution Group;623 West Southern Avenue;Suite 7;Mesa, AZ 85210;(480) 962-9288x102;Intake: (480) 962-9288;;;
338;Southwest Behavioral Health;The Villages Residential;150 South Roosevelt Road;Apartment 1059;Mesa, AZ 85202;(480) 829-6020;Intake: (602) 265-8338;;
339;Southwest Behavioral Health Services;Brookside;653 West Guadalupe Street;Unit 1018;Mesa, AZ 85210;(480) 545-1782;;;
340;Stand Together and Recover Centers;1310 West University Drive;Mesa, AZ 85201;(480) 649-3642;;;;;
341;Terros Health;Stapley Counseling;1111 South Stapley Drive;Mesa, AZ 85203;(602) 685-6000;Intakes: (602) 605-6000x0 (602) 685-;6000x1950;;
342;Tilda Manor;1404 North Ananea Street;Mesa, AZ 85207;(480) 830-8588;Intake: (480) 329-9338;;;;
343;AH F28 F30 F79 SP;Tilda Manor;3228 East Isabella;Mesa, AZ 85204;(480) 926-2041;Intakes: (480) 329-9338 (623) 251-8782;;;
344;AH F28 F30 F79 SP;Valle del Sol;4135 South Power Road;Suite 108;Mesa, AZ 85212;(602) 258-6797;Intakes: (602) 258-6797x931 (602) 523-;9312;
345;Community Intervention Associates;Community Health Associates;32 Boulevard Del Rey David;Nogales, AZ 85621;(520) 394-7400;;;;
346;Pinal Hispanic Council;275 North Grand Court Plaza;Nogales, AZ 85621;(520) 287-0015x4102;Intakes: (520) 287-0015 (520) 287-0019;;;;
347;Horizon Health and Wellness;980 East Mount Lemmon Highway;Oracle, AZ 85623;(520) 896-6019;Intake: (520) 896-6028;;;;
348;Encompass Health Services;463 South Lake Powell Boulevard;Page, AZ 86040;(928) 645-5113;Intake: (928) 645-3442;;;;
349;Community Intervention Associates;1516 Ocotillo Avenue;Parker, AZ 85344;(928) 669-5319;;;;;
350;La Paz Counseling Services PLLC;1017 South Laguna Avenue;Parker, AZ 85344;(928) 669-6906;Intake: (928) 669-6906x0;;;;
351;Southwest Behavioral Health Services;Aero Outpatient;404 West Aero Drive;Payson, AZ 85541;(928) 474-3303;;;;
352;Southwest Behavioral Health Services;Round Valley Residential;8985 West Stageline Road;Payson, AZ 85541;(928) 468-2399;Intake: (928) 474-3303;;;
353;Arizona Mentor;Jasmine;12502 North 85th Lane;Peoria, AZ 85381;(602) 200-9494;Intakes: (602) 200-9494x2020 (602) 200-;9494x4975;;
354;Arizona Mentor;Miracle;9007 West Deanna Drive;Peoria, AZ 85382;(623) 594-1586;;;;
355;Partners in Recovery;West Valley Campus;11361 North 99th Avenue;Suite 601;Peoria, AZ 85345;(623) 583-0232;;;
357;Southwest Network;Bell Road;9051 West Kelton Lane;Peoria, AZ 85382;(623) 815-5700;;;;
358;Arizona Center for Change;4205 North 7th Avenue;Suite 311;Phoenix, AZ 85013;(602) 253-8488;;;;
359;Arizona Healthcare Contract Management;3048 West Crocus Drive;Phoenix, AZ 85053;(602) 230-2222;;;;;
360;Arizona Healthcare Contract Management;7722 NW 42 Avenue;Phoenix, AZ 85051;(602) 230-2222;;;;;
361;Arizona Healthcare Contract Management;Ironwood;10010 North 36th Avenue;Phoenix, AZ 85051;(602) 866-7071;;;;
362;Arizona Healthcare Contract Management;State House;2022 West State;Phoenix, AZ 85021;(602) 249-4758;;;;
363;Arizona Mentor;Aztec;2413 North 92nd Lane;Phoenix, AZ 85037;(602) 200-9494;;;;
364;Arizona Mentor;Cactus;12002 North 28th Street;Phoenix, AZ 85028;(602) 200-9494;;;;
365;Arizona Mentor;Cambridge;9131 West Cambridge Avenue;Phoenix, AZ 85037;(602) 200-9494;;;;
366;Arizona Mentor;Chestnut;9287 West Belvoir Road;Phoenix, AZ 85037;(602) 200-9494;;;;
367;Arizona Mentor;Evergreen;9225 West Elm Street;Phoenix, AZ 85037;(602) 200-9494;;;;
368;Arizona Mentor;Meadowbrook;8439 West Meadowbrook Avenue;Phoenix, AZ 85037;(602) 200-9494;;;;
369;Arizonas Children Association;Phoenix Office;711 East Missouri Avenue;Suite 200;Phoenix, AZ 85014;(602) 234-3733;Intake: (602) 234-3733x0;;
370;Banner University Medical Center;Behavioral Health Center;1111 East McDowell Road;West Tower Floor 6;Phoenix, AZ 85006;(602) 839-2100;;;
371;Bayless Healthcare Group;3620 North 3rd Street;Phoenix, AZ 85012;(602) 230-7373;Intake: (602) 230-7373x0;;;;
372;Bayless Healthcare Group;9014 South Central Avenue;Phoenix, AZ 85042;(602) 230-7373;;;;;
373;Behavioral Health at;Banner/University Medical Center;925 East McDowell Road;4th Floor;Phoenix, AZ 85006;(602) 839-6800;Intakes: (602) 839-4796 (602) 839-6800x2;;
374;Black Family and Child Services Inc;1522 East Southern Avenue;Phoenix, AZ 85040;(602) 243-1773;Intake: (602) 243-1773x0;;;;
375;Childhelp Childrens Center of Arizona;2120 North Central Avenue;Suite 130;Phoenix, AZ 85004;(602) 271-4500;;;;
376;Community Bridges Inc;2770 East Van Buren Street;Phoenix, AZ 85008;(602) 273-9999;Intake: (877) 931-9142;;;;
377;Community Connections LLC;18215 North 11th Drive;Phoenix, AZ 85023;(602) 283-5267;Intake: (623) 242-8460;;;;
378;Community Connections LLC;4025 West Bell Road;Suite 6;Phoenix, AZ 85053;(623) 242-8460;;;;
379;Community Support Services Inc;10645 North Tatum Boulevard;Suites 200-184;Phoenix, AZ 85028;(480) 629-5994;;;;
380;Core Recovery LLC;34225 North 27th Drive;Building 5, Suite 146;Phoenix, AZ 85085;(602) 810-1210;Intake: (602) 810-1130;;;
381;Desert Mission;9201 North 5th Street;Phoenix, AZ 85020;(602) 331-5817;Intake: (602) 870-6060;;;;
382;Devereux Arizona;2025 North 3rd Street;Suite 250;Phoenix, AZ 85004;(480) 998-2920;;;;
383;Emmarie Behavioral Home Care;2926 West Wayland Drive;Phoenix, AZ 85041;(602) 276-2204;Intakes: (602) 481-9789 (602) 710-4262;;;;
384;Emmarie Behavioral Home Care;7725 West Wood Lane;Phoenix, AZ 85043;(623) 215-2464;Intakes: (602) 481-9789 (602) 710-4262;;;;
385;Family Service Agency;10240 North 31st Avenue;Suite 122;Phoenix, AZ 85051;(602) 863-1862;Intake: (602) 264-9891x8618;;;
386;Family Service Agency;2400 North Central Avenue;Suite 101;Phoenix, AZ 85004;(602) 264-9891;Intakes: (602) 264-9891x8618 (602) 264-;9891x8622;;
387;Florence Crittenton Services of AZ Inc;715 West Mariposa Street;Phoenix, AZ 85013;(602) 274-7318x109;Intake: (602) 274-7318;;;;
388;Friendship CMHC Inc;1107 East Tonto Street;Suite B;Phoenix, AZ 85037;(602) 241-6656;Intakes: (602) 241-6656x108 (480) 332-;1731;;
389;Haven Senior Horizons;1201 South 7th Avenue;Suite 200;Phoenix, AZ 85007;(623) 236-2000;;;;
390;LLC Counseling Services;3530 East Indian School Road;Suite 5;Phoenix, AZ 85018;(602) 224-5499;;;;
391;Lifewell Behavioral Wellness;3222 North 37th Street;Phoenix, AZ 85018;(602) 599-5500;Intake: (602) 808-2800;;;;
392;Lifewell Behavioral Wellness;40 East Mitchell Drive;Suites 100 and 200;Phoenix, AZ 85012;(602) 808-2800;Intake: (602) 808-2822;;;
393;Lifewell South Central;South Central;1616 East Roeser Road;Phoenix, AZ 85040;(602) 323-3000;Intake: (480) 804-9542;;;
