,Name,City,State,Zip,Lat,Lon
358,Arizona Mentor,Phoenix,AZ,85037,33.486707,-112.268258
359,Arizona Mentor,Phoenix,AZ,85037,33.486707,-112.268258
360,Arizona Mentor,Phoenix,AZ,85037,33.486707,-112.268258
361,Arizona Mentor,Phoenix,AZ,85037,33.486707,-112.268258
362,Arizona Mentor,Phoenix,AZ,85037,33.486707,-112.268258
363,Friendship CMHC Inc,Phoenix,AZ,85037,33.486707,-112.268258
364,Arizona Mentor,Phoenix,AZ,85028,33.57574,-112.00840900000001
365,Community Support Services Inc,Phoenix,AZ,85028,33.57574,-112.00840900000001
366,Arizonas Children Association,Phoenix,AZ,85014,33.507222999999996,-112.05769
367,Southwest Network,Phoenix,AZ,85014,33.507222999999996,-112.05769
368,Valle del Sol,Phoenix,AZ,85014,33.507222999999996,-112.05769
369,Banner University Medical Center,Phoenix,AZ,85006,33.465234,-112.048771
370,Behavioral Health at,Phoenix,AZ,85006,33.465234,-112.048771
371,RI International,Phoenix,AZ,85006,33.465234,-112.048771
372,Saint Lukes Behavioral Health Center,Phoenix,AZ,85006,33.465234,-112.048771
373,Bayless Healthcare Group,Phoenix,AZ,85012,33.507577000000005,-112.070981
374,Lifewell Behavioral Wellness,Phoenix,AZ,85012,33.507577000000005,-112.070981
375,Native Health,Phoenix,AZ,85012,33.507577000000005,-112.070981
376,Recovery Empowerment Network,Phoenix,AZ,85012,33.507577000000005,-112.070981
377,Bayless Healthcare Group,Phoenix,AZ,85042,33.369197,-112.04351000000001
378,Black Family and Child Services Inc,Phoenix,AZ,85040,33.406479,-112.025469
379,Lifewell South Central,Phoenix,AZ,85040,33.406479,-112.025469
380,Southwest Behavioral Health,Phoenix,AZ,85040,33.406479,-112.025469
381,Southwest Behavioral Health Services,Phoenix,AZ,85040,33.406479,-112.025469
382,Childhelp Childrens Center of Arizona,Phoenix,AZ,85004,33.451567,-112.06988600000001
383,Devereux Arizona,Phoenix,AZ,85004,33.451567,-112.06988600000001
384,Family Service Agency,Phoenix,AZ,85004,33.451567,-112.06988600000001
385,PSA Behavioral Health Agency,Phoenix,AZ,85004,33.451567,-112.06988600000001
386,Southwest Center for HIV/AIDS,Phoenix,AZ,85004,33.451567,-112.06988600000001
387,Community Bridges Inc,Phoenix,AZ,85008,33.462953999999996,-111.985178
388,Maricopa Medical Center,Phoenix,AZ,85008,33.462953999999996,-111.985178
389,Southwest Human Development,Phoenix,AZ,85008,33.462953999999996,-111.985178
390,Terros Health,Phoenix,AZ,85008,33.462953999999996,-111.985178
391,Community Connections LLC,Phoenix,AZ,85023,33.635109,-112.093768
392,Core Recovery LLC,Phoenix,AZ,85085,33.750815,-112.09063200000001
393,White Feather,Phoenix,AZ,85085,33.750815,-112.09063200000001
394,Desert Mission,Phoenix,AZ,85020,33.567351,-112.053591
395,Emmarie Behavioral Home Care,Phoenix,AZ,85041,33.38593,-112.110307
396,Emmarie Behavioral Home Care,Phoenix,AZ,85043,33.431905,-112.196998
397,Haven Senior Horizons,Phoenix,AZ,85007,33.447614,-112.090883
398,1201 South 7th Avenue,Phoenix,AZ,85007,33.447614,-112.090883
399,LLC Counseling Services,Phoenix,AZ,85018,33.505956,-111.985386
400,Lifewell Behavioral Wellness,Phoenix,AZ,85018,33.505956,-111.985386
401,Valley Hospital,Phoenix,AZ,85018,33.505956,-111.985386
402,Marc Community Resources,Phoenix,AZ,85003,33.450662,-112.078353
403,Valle del Sol,Phoenix,AZ,85003,33.450662,-112.078353
404,New Horizons Counseling Service Inc,Phoenix,AZ,85015,33.508664,-112.10201799999999
405,F81 F92 N23 SP,Phoenix,AZ,85016,33.511517,-112.019166
406,Southwest Behavioral Health Services,Phoenix,AZ,85016,33.511517,-112.019166
407,Terros Health,Phoenix,AZ,85016,33.511517,-112.019166
408,Quail Run Behavioral Health,Phoenix,AZ,85027,33.679761,-112.092529
409,Southwest Behavioral Health Services,Phoenix,AZ,85009,33.443096999999995,-112.12813600000001
410,Valle del Sol,Phoenix,AZ,85009,33.443096999999995,-112.12813600000001
411,Southwest Network,Phoenix,AZ,85032,33.62592,-112.002503
412,Terros Health,Phoenix,AZ,85032,33.62592,-112.002503
413,Southwest Network,Phoenix,AZ,85019,33.508879,-112.14451399999999
414,Stand Together and Recovery Centers,Phoenix,AZ,85034,33.42958,-112.01409699999999
415,Terros Health,Phoenix,AZ,85017,33.508782000000004,-112.12306799999999
416,Terros Health,Phoenix,AZ,85035,33.471449,-112.194732
417,Arrowhead Lodge,Prescott,AZ,86305,34.864326,-112.91176399999999
418,Canyon Crossing Recovery,Prescott,AZ,86305,34.864326,-112.91176399999999
419,Reflections Recovery Center,Prescott,AZ,86305,34.864326,-112.91176399999999
420,Prescott VAMC,Prescott,AZ,86313,34.553602000000005,-112.45241999999999
421,West Yavapai Guidance Clinic,Prescott,AZ,86303,34.482405,-112.449649
422,West Yavapai Guidance Clinic,Prescott,AZ,86301,34.587022999999995,-112.429033
423,West Yavapai Guidance Clinic,Prescott,AZ,86301,34.587022999999995,-112.429033
424,West Yavapai Guidance Clinic/Hillside,Prescott,AZ,86301,34.587022999999995,-112.429033
425,Mingus Mountain Academy,Prescott Valley,AZ,86315,34.703438,-112.27016699999999
426,Mingus Mountain Academy,Prescott Valley,AZ,86314,34.62599,-112.306211
427,Sequel Care of Arizona,Prescott Valley,AZ,86314,34.62599,-112.306211
428,West Yavapai Guidance Clinic,Prescott Valley,AZ,86314,34.62599,-112.306211
429,West Yavapai Guidance Clinic,Prescott Valley,AZ,86314,34.62599,-112.306211
430,Windhaven Psychiatric,Prescott Valley,AZ,86314,34.62599,-112.306211
431,Southeastern Arizona Behavioral Health,Safford,AZ,85546,32.813752,-109.35523
432,Community Health Associates,San Luis,AZ,85349,32.508824,-114.743975
433,Mountain Health and Wellness,San Manuel,AZ,85631,32.590911,-110.55126899999999
434,Banner Behavioral Health Hospital,Scottsdale,AZ,85251,33.493513,-111.91923899999999
435,Crisis Preparation and Recovery Inc,Scottsdale,AZ,85251,33.493513,-111.91923899999999
436,Healthy Futures,Scottsdale,AZ,85258,33.564295,-111.895881
437,New Foundation,Scottsdale,AZ,85257,33.46196,-111.91639199999999
438,Southwest Behavioral Health,Scottsdale,AZ,85257,33.46196,-111.91639199999999
439,Alternative to Meds Center,Sedona,AZ,86336,34.909886,-111.86725200000001
440,Spectrum Healthcare,Sedona,AZ,86336,34.909886,-111.86725200000001
441,Intermountain Centers for,Sells,AZ,85634,32.034496000000004,-111.99443000000001
442,Community Counseling Centers Inc,Show Low,AZ,85901,34.314806,-110.024014
443,Arizonas Children Association,Sierra Vista,AZ,85635,31.571011,-110.170235
444,Marys Mission and Development Center,Sierra Vista,AZ,85635,31.571011,-110.170235
445,Southeastern Arizona Behavioral Health,Sierra Vista,AZ,85635,31.571011,-110.170235
446,Southern Arizona VA Healthcare System,Sierra Vista,AZ,85635,31.571011,-110.170235
447,Community Counseling Centers Inc,Snowflake,AZ,85937,34.573702000000004,-110.064102
448,Little Colorado,Springerville,AZ,85938,34.149301,-109.336532
449,Horizon Health and Wellness,Superior,AZ,85173,33.270163000000004,-111.12328500000001
450,Arizona Mentor,Tempe,AZ,85282,33.393984,-111.932906
451,Crisis Preparation and Recovery Inc,Tempe,AZ,85282,33.393984,-111.932906
452,Terros Health,Tempe,AZ,85282,33.393984,-111.932906
453,Aurora Behavioral Health Tempe,Tempe,AZ,85283,33.364638,-111.93160400000001
454,La Frontera EMPACT/SPC,Tempe,AZ,85281,33.427440000000004,-111.934004
455,People Empowering People of AZ Inc,Tempe,AZ,85281,33.427440000000004,-111.934004
456,Terros Health,Tempe,AZ,85281,33.427440000000004,-111.934004
457,Valle del Sol,Tempe,AZ,85281,33.427440000000004,-111.934004
458,Tuba City Regional Healthcare Corp,Tuba City,AZ,86045,36.096446,-111.11641599999999
459,Banner University Medical Center,Tucson,AZ,85713,32.19457,-111.014995
460,La Frontera Arizona,Tucson,AZ,85713,32.19457,-111.014995
461,La Frontera Arizona,Tucson,AZ,85713,32.19457,-111.014995
462,La Frontera Center,Tucson,AZ,85713,32.19457,-111.014995
463,La Frontera South Tuscon,Tucson,AZ,85713,32.19457,-111.014995
464,CODAC Health Recovery and Wellness,Tucson,AZ,85711,32.215235,-110.883394
465,COPE Community Services Inc,Tucson,AZ,85711,32.215235,-110.883394
466,Intermountain Health Service,Tucson,AZ,85711,32.215235,-110.883394
467,Jewish Family and Childrens Servs of,Tucson,AZ,85711,32.215235,-110.883394
468,ORielly Care Center,Tucson,AZ,85711,32.215235,-110.883394
469,CODAC Health Recovery and Wellness,Tucson,AZ,85716,32.24154,-110.923201
470,Our Family Services Inc,Tucson,AZ,85716,32.24154,-110.923201
471,Reflection Family Services Inc,Tucson,AZ,85716,32.24154,-110.923201
472,Southern Arizona Center Against,Tucson,AZ,85716,32.24154,-110.923201
473,CODAC Health Recovery and Wellness,Tucson,AZ,85719,32.246719,-110.94865700000001
474,CODAC Health Recovery and Wellness,Tucson,AZ,85701,32.216958,-110.970999
475,Easter Seals Blake Foundation,Tucson,AZ,85701,32.216958,-110.970999
476,La Frontera Arizona,Tucson,AZ,85701,32.216958,-110.970999
477,Perception Counseling,Tucson,AZ,85701,32.216958,-110.970999
478,COPE Community Services Inc,Tucson,AZ,85730,32.181544,-110.74655200000001
479,COPE Community Services Inc,Tucson,AZ,85746,32.091609999999996,-111.044294
480,COPE Community Services Inc,Tucson,AZ,85705,32.271328999999994,-110.99371200000002
481,Chalet House,Tucson,AZ,85704,32.339420000000004,-110.98499699999999
482,Sonora Behavioral Health Hospital,Tucson,AZ,85704,32.339420000000004,-110.98499699999999
483,Community Provider of Enrichment Servs,Tucson,AZ,85712,32.252886,-110.886567
484,Community Provider of Enrichment Servs,Tucson,AZ,85712,32.252886,-110.886567
485,La Frontera Arizona,Tucson,AZ,85712,32.252886,-110.886567
486,Mirasol Inc,Tucson,AZ,85712,32.252886,-110.886567
487,Community Provider of Enrichment Servs,Tucson,AZ,85750,32.300129,-110.835996
488,Easter Seals Blake Foundation,Tucson,AZ,85710,32.214135,-110.823725
489,Supported Living Systems Inc,Tucson,AZ,85710,32.214135,-110.823725
490,Intermountain Centers for,Tucson,AZ,85748,32.218928000000005,-110.75211000000002
491,Intermountain Centers for,Tucson,AZ,85748,32.218928000000005,-110.75211000000002
492,Intermountain Centers for,Tucson,AZ,85745,32.253908,-111.08013999999999
493,Zarephath,Tucson,AZ,85745,32.253908,-111.08013999999999
494,La Frontera Center,Tucson,AZ,85742,32.393721,-111.06539699999999
495,La Frontera Southwest Case Management,Tucson,AZ,85714,32.167395,-110.950864
496,Touchstone Behavioral Health,Tucson,AZ,85714,32.167395,-110.950864
497,Pathways of Arizona,Tucson,AZ,85715,32.246722,-110.836178
498,Pathways of Arizona,Tucson,AZ,85741,32.335291,-111.04175900000001
499,Sierra Tucson,Tucson,AZ,85739,32.621072,-110.989667
500,Southern Arizona VA Healthcare System,Tucson,AZ,85723,32.180232000000004,-110.965154
501,Meadows,Wickenburg,AZ,85390,33.903622,-112.87566699999999
502,Partners in Recovery,Wickenburg,AZ,85390,33.903622,-112.87566699999999
503,Remuda Ranch,Wickenburg,AZ,85390,33.903622,-112.87566699999999
504,Rosewood Centers for Eating Disorders,Wickenburg,AZ,85390,33.903622,-112.87566699999999
505,Rosewood Ranch,Wickenburg,AZ,85390,33.903622,-112.87566699999999
506,Southeastern Arizona Behavioral Health,Willcox,AZ,85643,32.407245,-109.96548999999999
507,Guidance Center,Williams,AZ,86046,35.415915999999996,-112.12454699999999
508,Community Bridges Inc,Winslow,AZ,86047,35.113436,-110.67124799999999
509,Community Bridges Inc,Winslow,AZ,86047,35.113436,-110.67124799999999
510,Community Counseling Centers Inc,Winslow,AZ,86047,35.113436,-110.67124799999999
511,CPES Counseling and Consulting,Yuma,AZ,85364,32.702259999999995,-114.65801299999998
512,Child and Family Services of,Yuma,AZ,85364,32.702259999999995,-114.65801299999998
513,Community Health Associates,Yuma,AZ,85364,32.702259999999995,-114.65801299999998
514,Easter Seals Blake Foundation,Yuma,AZ,85364,32.702259999999995,-114.65801299999998
515,Horizon Human Services,Yuma,AZ,85364,32.702259999999995,-114.65801299999998
516,Pathways,Yuma,AZ,85364,32.702259999999995,-114.65801299999998
517,Catholic Community Services in WAZ,Yuma,AZ,85365,33.096439000000004,-114.12534
518,Community Bridges Inc,Yuma,AZ,85365,33.096439000000004,-114.12534
519,Horizon Health and Wellness,Yuma,AZ,85365,33.096439000000004,-114.12534
520,Ascent Childrens Health Services,Arkadelphia,AR,71923,34.085089,-93.04527
521,Community Counseling Services Inc,Arkadelphia,AR,71923,34.085089,-93.04527
522,AO/Health Resources of Arkansas Inc,Augusta,AR,72006,35.243873,-91.359583
523,Valley Behavioral Health Systems,Barling,AR,72923,35.315588,-94.30877
524,Ascent Childrens Health Services,Batesville,AR,72501,35.791171000000006,-91.65338100000001
525,Life Strategies Counseling Inc,Batesville,AR,72501,35.791171000000006,-91.65338100000001
526,Pointe Outpatient,Batesville,AR,72501,35.791171000000006,-91.65338100000001
527,Ascent Childrens Health Services,Benton,AR,72015,34.485898999999996,-92.585099
528,Birch Tree Communities Inc,Benton,AR,72015,34.485898999999996,-92.585099
529,6701 Highway 67,Benton,AR,72015,34.485898999999996,-92.585099
530,Counseling Clinic Inc,Benton,AR,72015,34.485898999999996,-92.585099
531,Saline Memorial Hospital,Benton,AR,72015,34.485898999999996,-92.585099
532,Rivendell Behavioral Health Services,Benton,AR,72019,34.63803,-92.685264
533,2508 SE 20th Street,Bentonville,AR,72712,36.346567,-94.25628
534,Ozark Guidance Center Inc,Berryville,AR,72616,36.329139,-93.551929
535,NE Arkansas Community MH Center Inc,Blytheville,AR,72315,35.902669,-89.903375
536,Western Arkansas Counseling and,Booneville,AR,72927,35.080054,-93.939867
537,NE Arkansas Community MH Center Inc,Brinkley,AR,72021,34.84554,-91.217479
538,Pointe Outpatient,Bryant,AR,72022,34.607458,-92.48854399999999
539,Pointe Outpatient,Bryant,AR,72022,34.607458,-92.48854399999999
540,Pointe Outpatient,Cabot,AR,72023,34.964267,-92.063652
541,Professional Counseling Associates,Cabot,AR,72023,34.964267,-92.063652
542,Hope Behavioral Healthcare,Cherokee Village,AR,72529,36.291821999999996,-91.564287
543,Birch Tree Communities Inc,Clarksville,AR,72830,35.509167,-93.515619
544,Conway County Community Service Inc,Clarksville,AR,72830,35.509167,-93.515619
545,Johnson Regional Medical Center,Clarksville,AR,72830,35.509167,-93.515619
546,Perspectives Behavioral Hlth Mgmt LLC,Clarksville,AR,72830,35.509167,-93.515619
547,Birch Tree Communities Inc,Clinton,AR,72031,35.633661,-92.53164699999999
548,Community Service Inc,Clinton,AR,72031,35.633661,-92.53164699999999
549,PFH/Health Resources of Arkansas Inc,Clinton,AR,72031,35.633661,-92.53164699999999
550,Birch Tree Communities Inc,Conway,AR,72032,35.065559,-92.362675
551,Pointe Outpatient,Conway,AR,72032,35.065559,-92.362675
552,Conway Regional Health System,Conway,AR,72034,35.049921000000005,-92.486049
553,NE Arkansas Community MH Center Inc,Corning,AR,72422,36.424558000000005,-90.519488
554,Ashley County Medical Center,Crossett,AR,71635,33.131052000000004,-91.996505
555,Delta Counseling Associates Inc,Crossett,AR,71635,33.131052000000004,-91.996505
556,Phases Behavioral Health Unit at,Dardanelle,AR,72834,35.168824,-93.183821
557,Southwest Arkansas Counseling and,De Queen,AR,71832,34.036919,-94.351136
558,Delta Counseling Associates Inc,Dumas,AR,71639,33.901476,-91.520374
559,Life Strategies of Arkansas LLC,Earle,AR,72331,35.281034000000005,-90.466305
560,Preferred Family Healthcare Inc,El Dorado,AR,71730,33.198844,-92.627076
561,South Arkansas Regional Health Center,El Dorado,AR,71730,33.198844,-92.627076
562,Piney Ridge Treatment Center LLC,Fayetteville,AR,72703,36.118332,-94.043243
563,Springwoods Behavioral Health,Fayetteville,AR,72704,36.105647,-94.2965
564,Millcreek Behavioral Health,Fordyce,AR,71742,33.852672,-92.448887
565,Pointe Outpatient,Fordyce,AR,71742,33.852672,-92.448887
566,Forrest City Medical Center,Forrest City,AR,72335,34.994363,-90.745986
567,Logan Centers Inc,Forrest City,AR,72335,34.994363,-90.745986
568,NE Arkansas Community MH Center Inc,Forrest City,AR,72335,34.994363,-90.745986
569,Pointe Outpatient,Forrest City,AR,72335,34.994363,-90.745986
570,Woodridge Behavioral Care of,Forrest City,AR,72335,34.994363,-90.745986
571,Perspectives Behavioral Hlth Mgmt LLC,Fort Smith,AR,72903,35.350978000000005,-94.36124699999999
572,Western Arkansas Counseling and,Fort Smith,AR,72903,35.350978000000005,-94.36124699999999
573,Western Arkansas Counseling and,Fort Smith,AR,72903,35.350978000000005,-94.36124699999999
574,Western Arkansas Counseling and,Fort Smith,AR,72903,35.350978000000005,-94.36124699999999
575,Sparks Regional Medical Center,Fort Smith,AR,72901,35.366187,-94.41645799999999
576,Perspectives Behavioral Hlth Mgmt LLC,Greenwood,AR,72936,35.189721,-94.21851099999999
577,Delta Family Health Fitness Ctr for,Hamburg,AR,71646,33.235544,-91.787587
578,Perspectives Behavioral Hlth Mgmt LLC,Hamburg,AR,71646,33.235544,-91.787587
579,PFH/Health Resources of Arkansas Inc,Hardy,AR,72542,36.300403,-91.465978
580,North Arkansas Regional Medical Center,Harrison,AR,72601,36.238028,-93.085992
581,Vantage Point,Harrison,AR,72601,36.238028,-93.085992
582,AO/Health Resources of Arkansas Inc,Heber Springs,AR,72543,35.450539,-91.98729200000001
583,United Methodist Childrens Home Inc,Heber Springs,AR,72543,35.450539,-91.98729200000001
584,NE Arkansas Community MH Center Inc,Helena,AR,72342,34.448956,-90.684489
585,Riverview Behavioral Health,Hope,AR,71801,33.645886,-93.59892099999999
586,Southwest Arkansas Counseling and,Hope,AR,71801,33.645886,-93.59892099999999
587,Southwest Arkansas Counseling and,Hope,AR,71801,33.645886,-93.59892099999999
588,Therapeutic Family Services Inc,Hope,AR,71801,33.645886,-93.59892099999999
589,Wadley Regional Medical Center,Hope,AR,71801,33.645886,-93.59892099999999
590,Community Counseling Services Inc,Hot Springs National Park,AR,71913,34.449239,-93.094266
591,Living Hope Hot Springs,Hot Springs National Park,AR,71913,34.449239,-93.094266
592,Pointe Outreach,Hot Springs National Park,AR,71913,34.449239,-93.094266
593,Therapeutic Family Services Inc,Hot Springs National Park,AR,71913,34.449239,-93.094266
594,Dayspring of Arkansas,Hot Springs National Park,AR,71901,34.526453000000004,-92.97407199999999
595,Small Group Therapy Division of,Hot Springs National Park,AR,71901,34.526453000000004,-92.97407199999999
596,Dayspring of Arkansas,Hoxie,AR,72433,36.025741,-91.047639
597,Hometown Behavioral Health Servs of,Hoxie,AR,72433,36.025741,-91.047639
598,Cornerstone Community Counseling,Imboden,AR,72434,36.217535999999996,-91.156352
599,Professional Counseling Associates,Jacksonville,AR,72076,34.916182,-92.141483
600,PFH/Health Resources of Arkansas Inc,Jasper,AR,72641,35.986549,-93.243741
601,AO/Dayspring of Arkansas,Jonesboro,AR,72401,35.886344,-90.656774
